source_code_str,trans_code,AlignTrans_alignment,TransMap_alignment
"    int areaOfMaxDiagonal(vector<vector<int>> &dimensions) {
        int ans = 0, max_l = 0;
        for (auto &d: dimensions) {
            int x = d[0], y = d[1];
            int l = x * x + y * y;
            if (l > max_l || (l == max_l && x * y > ans)) {
                max_l = l;
                ans = x * y;
            }
        }
        return ans;
    }","def areaOfMaxDiagonal(dimensions):
    ans = 0
    max_l = 0
    for d in dimensions:
        x = d[0]
        y = d[1]
        l = x * x + y * y
        if l > max_l or (l == max_l and x * y > ans):
            max_l = l
            ans = x * y
    return ans","BLOCK0: 
```cpp
int areaOfMaxDiagonal(vector<vector<int>> &dimensions) {
```
Corresponding Python Code:
```python
def areaOfMaxDiagonal(dimensions):
```
BLOCK1: 
```cpp
int ans = 0, max_l = 0;
```
Corresponding Python Code:
```python
ans = 0
max_l = 0
```
BLOCK2: 
```cpp
int x = d[0], y = d[1];
```
Corresponding Python Code:
```python
x = d[0]
y = d[1]
```
BLOCK3: 
```cpp
int l = x * x + y * y;
```
Corresponding Python Code:
```python
l = x * x + y * y
```
BLOCK4: 
```cpp
if (l > max_l || (l == max_l && x * y > ans)) {
```
Corresponding Python Code:
```python
if l > max_l or (l == max_l and x * y > ans):
```
BLOCK5: 
```cpp
max_l = l;
```
Corresponding Python Code:
```python
max_l = l
```
BLOCK6: 
```cpp
ans = x * y;
```
Corresponding Python Code:
```python
ans = x * y
```
BLOCK7: 
```cpp
return ans;
```
Corresponding Python Code:
```python
return ans
```
","```python
def areaOfMaxDiagonal(dimensions): # --- cpp stmt 1
    ans = 0 # --- cpp stmt 2
    max_l = 0 # --- cpp stmt 3
    for d in dimensions: # --- cpp stmt 4
        x = d[0] # --- cpp stmt 5
        y = d[1] # --- cpp stmt 6
        l = x * x + y * y # --- cpp stmt 7
        if l > max_l or (l == max_l and x * y > ans): # --- cpp stmt 8
            max_l = l # --- cpp stmt 9
            ans = x * y # --- cpp stmt 10
    return ans # --- cpp stmt 11
```
"
"    int minimumOperationsToWriteY(vector<vector<int>> &grid) {
        int cnt1[3]{}, cnt2[3]{};
        int n = grid.size();
        int m = n / 2;
        for (int i = 0; i < m; i++) {
            cnt1[grid[i][i]]++;
            cnt1[grid[i][n - 1 - i]]++;
            for (int j = 0; j < n; j++) {
                if (j != i && j != n - 1 - i) {
                    cnt2[grid[i][j]]++;
                }
            }
        }
        for (int i = m; i < n; i++) {
            cnt1[grid[i][m]]++;
            for (int j = 0; j < n; j++) {
                if (j != m) {
                    cnt2[grid[i][j]]++;
                }
            }
        }
        int max_not_change = 0;
        for (int i = 0; i < 3; i++) {
            for (int j = 0; j < 3; j++) {
                if (i != j) {
                    max_not_change = max(max_not_change, cnt1[i] + cnt2[j]);
                }
            }
        }
        return n * n - max_not_change;
    }","def minimumOperationsToWriteY(grid):
    cnt1 = [0, 0, 0]
    cnt2 = [0, 0, 0]
    n = len(grid)
    m = n // 2
    for i in range(m):
        cnt1[grid[i][i]] += 1
        cnt1[grid[i][n - 1 - i]] += 1
        for j in range(n):
            if j != i and j != n - 1 - i:
                cnt2[grid[i][j]] += 1
    for i in range(m, n):
        cnt1[grid[i][m]] += 1
        for j in range(n):
            if j != m:
                cnt2[grid[i][j]] += 1
    max_not_change = 0
    for i in range(3):
        for j in range(3):
            if i != j:
                max_not_change = max(max_not_change, cnt1[i] + cnt2[j])
    return n * n - max_not_change","BLOCK0: 
```cpp
int minimumOperationsToWriteY(vector<vector<int>> &grid) {
```
Corresponding Python Code:
```python
def minimumOperationsToWriteY(grid):
```
BLOCK1: 
```cpp
int cnt1[3]{}, cnt2[3]{};
int n = grid.size();
int m = n / 2;
```
Corresponding Python Code:
```python
cnt1 = [0, 0, 0]
cnt2 = [0, 0, 0]
n = len(grid)
m = n // 2
```
BLOCK2: 
```cpp
for (int i = 0; i < m; i++) {
```
Corresponding Python Code:
```python
for i in range(m):
```
BLOCK3: 
```cpp
cnt1[grid[i][i]]++;
cnt1[grid[i][n - 1 - i]]++;
```
Corresponding Python Code:
```python
cnt1[grid[i][i]] += 1
cnt1[grid[i][n - 1 - i]] += 1
```
BLOCK4: 
```cpp
for (int j = 0; j < n; j++) {
```
Corresponding Python Code:
```python
for j in range(n):
```
BLOCK5: 
```cpp
if (j != i && j != n - 1 - i) {
```
Corresponding Python Code:
```python
if j != i and j != n - 1 - i:
```
BLOCK6: 
```cpp
cnt2[grid[i][j]]++;
```
Corresponding Python Code:
```python
cnt2[grid[i][j]] += 1
```
BLOCK7: 
```cpp
for (int i = m; i < n; i++) {
```
Corresponding Python Code:
```python
for i in range(m, n):
```
BLOCK8: 
```cpp
cnt1[grid[i][m]]++;
```
Corresponding Python Code:
```python
cnt1[grid[i][m]] += 1
```
BLOCK9: 
```cpp
for (int j = 0; j < n; j++) {
```
Corresponding Python Code:
```python
for j in range(n):
```
BLOCK10: 
```cpp
if (j != m) {
```
Corresponding Python Code:
```python
if j != m:
```
BLOCK11: 
```cpp
cnt2[grid[i][j]]++;
```
Corresponding Python Code:
```python
cnt2[grid[i][j]] += 1
```
BLOCK12: 
```cpp
int max_not_change = 0;
```
Corresponding Python Code:
```python
max_not_change = 0
```
BLOCK13: 
```cpp
for (int i = 0; i < 3; i++) {
```
Corresponding Python Code:
```python
for i in range(3):
```
BLOCK14: 
```cpp
for (int j = 0; j < 3; j++) {
```
Corresponding Python Code:
```python
for j in range(3):
```
BLOCK15: 
```cpp
if (i != j) {
```
Corresponding Python Code:
```python
if i != j:
```
BLOCK16: 
```cpp
max_not_change = max(max_not_change, cnt1[i] + cnt2[j]);
```
Corresponding Python Code:
```python
max_not_change = max(max_not_change, cnt1[i] + cnt2[j])
```
BLOCK17: 
```cpp
return n * n - max_not_change;
```
Corresponding Python Code:
```python
return n * n - max_not_change
```
","```python
def minimumOperationsToWriteY(grid): # --- cpp stmt 1
    cnt1 = [0, 0, 0] # --- cpp stmt 2
    cnt2 = [0, 0, 0] # --- cpp stmt 3
    n = len(grid) # --- cpp stmt 4
    m = n // 2 # --- cpp stmt 5
    for i in range(m): # --- cpp stmt 6
        cnt1[grid[i][i]] += 1 # --- cpp stmt 7
        cnt1[grid[i][n - 1 - i]] += 1 # --- cpp stmt 8
        for j in range(n): # --- cpp stmt 9
            if j != i and j != n - 1 - i: # --- cpp stmt 10
                cnt2[grid[i][j]] += 1 # --- cpp stmt 11
    for i in range(m, n): # --- cpp stmt 12
        cnt1[grid[i][m]] += 1 # --- cpp stmt 13
        for j in range(n): # --- cpp stmt 14
            if j != m: # --- cpp stmt 15
                cnt2[grid[i][j]] += 1 # --- cpp stmt 16
    max_not_change = 0 # --- cpp stmt 17
    for i in range(3): # --- cpp stmt 18
        for j in range(3): # --- cpp stmt 19
            if i != j: # --- cpp stmt 20
                max_not_change = max(max_not_change, cnt1[i] + cnt2[j]) # --- cpp stmt 21
    return n * n - max_not_change # --- cpp stmt 22
```
"
"    string getSmallestString(string s, int k) {
        for (int i = 0; i < s.length(); i++) {
            int dis = min(s[i] - 'a', 'z' - s[i] + 1);
            if (dis > k) {
                s[i] -= k;
                break;
            }
            s[i] = 'a';
            k -= dis;
        }
        return s;
    }","def getSmallestString(s, k):
    s = list(s)
    for i in range(len(s)):
        dis = min(ord(s[i]) - ord('a'), ord('z') - ord(s[i]) + 1)
        if dis > k:
            s[i] = chr(ord(s[i]) - k)
            break
        s[i] = 'a'
        k -= dis
    return """".join(s)","BLOCK0: 
```cpp
string getSmallestString(string s, int k) {
```
Corresponding Python Code:
```python
def getSmallestString(s, k):
```
BLOCK1: 
```cpp
for (int i = 0; i < s.length(); i++) {
```
Corresponding Python Code:
```python
for i in range(len(s)):
```
BLOCK2: 
```cpp
int dis = min(s[i] - 'a', 'z' - s[i] + 1);
```
Corresponding Python Code:
```python
dis = min(ord(s[i]) - ord('a'), ord('z') - ord(s[i]) + 1)
```
BLOCK3: 
```cpp
if (dis > k) {
```
Corresponding Python Code:
```python
if dis > k:
```
BLOCK4: 
```cpp
s[i] -= k;
```
Corresponding Python Code:
```python
s[i] = chr(ord(s[i]) - k)
```
BLOCK5: 
```cpp
s[i] = 'a';
k -= dis;
```
Corresponding Python Code:
```python
s[i] = 'a'
k -= dis
```
BLOCK6: 
```cpp
return s;
```
Corresponding Python Code:
```python
return """".join(s)
```
","```python
def getSmallestString(s, k): # --- cpp stmt 1
    s = list(s) # --- cpp stmt 2
    for i in range(len(s)): # --- cpp stmt 3
        dis = min(ord(s[i]) - ord('a'), ord('z') - ord(s[i]) + 1) # --- cpp stmt 4
        if dis > k: # --- cpp stmt 5
            s[i] = chr(ord(s[i]) - k) # --- cpp stmt 6
            break # --- cpp stmt 7
        s[i] = 'a' # --- cpp stmt 8
        k -= dis # --- cpp stmt 9
    return """".join(s) # --- cpp stmt 10
```
"
"    long long countCompleteDayPairs(vector<int> &hours) {
        long long ans = 0;
        int cnt[24]{};
        for (int t : hours) {
            
            
            ans += cnt[(24 - t % 24) % 24];
            cnt[t % 24]++;
        }
        return ans;
    }","def countCompleteDayPairs(hours):
    ans = 0
    cnt = [0]*24
    for t in hours:
        ans += cnt[(24 - t % 24) % 24]
        cnt[t % 24] += 1
    return ans","BLOCK0: 
```cpp
long long countCompleteDayPairs(vector<int> &hours) {
```
Corresponding Python Code:
```python
def countCompleteDayPairs(hours):
```
BLOCK1: 
```cpp
long long ans = 0;
int cnt[24]{};
```
Corresponding Python Code:
```python
ans = 0
cnt = [0]*24
```
BLOCK2: 
```cpp
ans += cnt[(24 - t % 24) % 24];
```
Corresponding Python Code:
```python
ans += cnt[(24 - t % 24) % 24]
```
BLOCK3: 
```cpp
cnt[t % 24]++;
```
Corresponding Python Code:
```python
cnt[t % 24] += 1
```
BLOCK4: 
```cpp
return ans;
```
Corresponding Python Code:
```python
return ans
```
","```python
def countCompleteDayPairs(hours): # --- cpp stmt 1
    ans = 0 # --- cpp stmt 2
    cnt = [0]*24 # --- cpp stmt 3
    for t in hours: # --- cpp stmt 4
        ans += cnt[(24 - t % 24) % 24] # --- cpp stmt 5
        cnt[t % 24] += 1 # --- cpp stmt 6
    return ans # --- cpp stmt 7
```
"
"    int maximumLength(vector<int>& nums, int k) {
        int ans = 0;
        vector<vector<int>> f(k, vector<int>(k));
        for (int x : nums) {
            x %= k;
            for (int y = 0; y < k; y++) {
                f[y][x] = f[x][y] + 1;
                ans = max(ans, f[y][x]);
            }
        }
        return ans;
    }","def maximumLength(nums, k):
    ans = 0
    f = [[0 for _ in range(k)] for _ in range(k)]
    for x in nums:
        x %= k
        for y in range(k):
            f[y][x] = f[x][y] + 1
            ans = max(ans, f[y][x])
    return ans","BLOCK0: 
```cpp
int maximumLength(vector<int>& nums, int k) {
```
Corresponding Python Code:
```python
def maximumLength(nums, k):
```
BLOCK1: 
```cpp
int ans = 0;
vector<vector<int>> f(k, vector<int>(k));
```
Corresponding Python Code:
```python
ans = 0
f = [[0 for _ in range(k)] for _ in range(k)]
```
BLOCK2: 
```cpp
x %= k;
```
Corresponding Python Code:
```python
x %= k
```
BLOCK3: 
```cpp
for (int y = 0; y < k; y++) {
```
Corresponding Python Code:
```python
for y in range(k):
```
BLOCK4: 
```cpp
f[y][x] = f[x][y] + 1;
ans = max(ans, f[y][x]);
```
Corresponding Python Code:
```python
f[y][x] = f[x][y] + 1
ans = max(ans, f[y][x])
```
BLOCK5: 
```cpp
return ans;
```
Corresponding Python Code:
```python
return ans
```
","```python
def maximumLength(nums, k): # --- cpp stmt 1
    ans = 0 # --- cpp stmt 2
    f = [[0 for _ in range(k)] for _ in range(k)] # --- cpp stmt 3
    for x in nums: # --- cpp stmt 4
        x %= k # --- cpp stmt 5
        for y in range(k): # --- cpp stmt 6
            f[y][x] = f[x][y] + 1 # --- cpp stmt 7
            ans = max(ans, f[y][x]) # --- cpp stmt 8
    return ans # --- cpp stmt 11
```

The Python code matches the C++ code statement by statement. The Python code defines a function `maximumLength` that takes a list of integers `nums` and an integer `k` as input. It initializes a 2D list `f` with zeros and a variable `ans` to 0. Then it iterates over each number `x` in `nums`, calculates `x % k`, and updates the `f` list and `ans` variable accordingly. Finally, it returns `ans`.
"
"    string triangleType(vector<int> &nums) {
        sort(nums.begin(), nums.end());
        int x = nums[0], y = nums[1], z = nums[2];
        if (x + y <= z) { 
            return ""none"";
        }
        if (x == z) { 
            return ""equilateral"";
        }
        if (x == y || y == z) {
            return ""isosceles"";
        }
        return ""scalene"";
    }","def triangleType(nums):
    nums.sort()
    x, y, z = nums[0], nums[1], nums[2]
    if x + y <= z:
        return ""none""
    if x == z:
        return ""equilateral""
    if x == y or y == z:
        return ""isosceles""
    return ""scalene""","BLOCK0: 
```cpp
string triangleType(vector<int> &nums) {
```
Corresponding Python Code:
```python
def triangleType(nums):
```
BLOCK1: 
```cpp
sort(nums.begin(), nums.end());
int x = nums[0], y = nums[1], z = nums[2];
```
Corresponding Python Code:
```python
nums.sort()
x, y, z = nums[0], nums[1], nums[2]
```
BLOCK2: 
```cpp
if (x + y <= z) {
```
Corresponding Python Code:
```python
if x + y <= z:
```
BLOCK3: 
```cpp
return ""none"";
```
Corresponding Python Code:
```python
return ""none""
```
BLOCK4: 
```cpp
if (x == z) {
```
Corresponding Python Code:
```python
if x == z:
```
BLOCK5: 
```cpp
return ""equilateral"";
```
Corresponding Python Code:
```python
return ""equilateral""
```
BLOCK6: 
```cpp
if (x == y || y == z) {
```
Corresponding Python Code:
```python
if x == y or y == z:
```
BLOCK7: 
```cpp
return ""isosceles"";
```
Corresponding Python Code:
```python
return ""isosceles""
```
BLOCK8: 
```cpp
return ""scalene"";
```
Corresponding Python Code:
```python
return ""scalene""
```
","```python
def triangleType(nums): # --- cpp stmt 1
    nums.sort() # --- cpp stmt 2
    x, y, z = nums[0], nums[1], nums[2] # --- cpp stmt 3
    if x + y <= z: # --- cpp stmt 4
        return ""none"" # --- cpp stmt 5
    if x == z: # --- cpp stmt 7
        return ""equilateral"" # --- cpp stmt 8
    if x == y or y == z: # --- cpp stmt 10
        return ""isosceles"" # --- cpp stmt 11
    return ""scalene"" # --- cpp stmt 13
```
"
"    bool satisfiesConditions(vector<vector<int>>& grid) {
        for (int i = 0; i < grid.size(); i++) {
            for (int j = 0; j < grid[i].size(); j++) {
                if (j && grid[i][j] == grid[i][j - 1] || i && grid[i][j] != grid[i - 1][j]) {
                    return false;
                }
            }
        }
        return true;
    }","def satisfiesConditions(grid):
    for i in range(len(grid)):
        for j in range(len(grid[i])):
            if j and grid[i][j] == grid[i][j - 1] or i and grid[i][j] != grid[i - 1][j]:
                return False
    return True","BLOCK0: 
```cpp
bool satisfiesConditions(vector<vector<int>>& grid) {
```
Corresponding Python Code:
```python
def satisfiesConditions(grid):
```
BLOCK1: 
```cpp
for (int i = 0; i < grid.size(); i++) {
```
Corresponding Python Code:
```python
for i in range(len(grid)):
```
BLOCK2: 
```cpp
for (int j = 0; j < grid[i].size(); j++) {
```
Corresponding Python Code:
```python
for j in range(len(grid[i])):
```
BLOCK3: 
```cpp
if (j && grid[i][j] == grid[i][j - 1] || i && grid[i][j] != grid[i - 1][j]) {
```
Corresponding Python Code:
```python
if j and grid[i][j] == grid[i][j - 1] or i and grid[i][j] != grid[i - 1][j]:
```
BLOCK4: 
```cpp
return false;
```
Corresponding Python Code:
```python
return False
```
BLOCK5: 
```cpp
return true;
```
Corresponding Python Code:
```python
return True
```
","```python
def satisfiesConditions(grid): # --- cpp stmt 1
    for i in range(len(grid)): # --- cpp stmt 2
        for j in range(len(grid[i])): # --- cpp stmt 3
            if j and grid[i][j] == grid[i][j - 1] or i and grid[i][j] != grid[i - 1][j]: # --- cpp stmt 4
                return False # --- cpp stmt 5
    return True # --- cpp stmt 9
```

The C++ code and Python code are equivalent in terms of functionality. They both iterate over a 2D grid and check if the current element is equal to the previous element in the same row or the previous element in the same column. If any of these conditions are met, the function returns `false`. If the function does not find any such conditions, it returns `true`.
"
"    long long countAlternatingSubarrays(vector<int>& nums) {
        long long res = 0, cur = 0;
        int pre = -1;
        for (int a : nums) {
            cur = (pre != a) ? cur + 1 : 1;
            pre = a;
            res += cur;
        }
        return res;
    }","def countAlternatingSubarrays(nums):
    res = 0
    cur = 0
    pre = -1
    for a in nums:
        cur = (pre != a) and cur + 1 or 1
        pre = a
        res += cur
    return res","BLOCK0: 
```cpp
long long countAlternatingSubarrays(vector<int>& nums) {
```
Corresponding Python Code:
```python
def countAlternatingSubarrays(nums):
```
BLOCK1: 
```cpp
long long res = 0, cur = 0;
int pre = -1;
```
Corresponding Python Code:
```python
res = 0
cur = 0
pre = -1
```
BLOCK2: 
```cpp
cur = (pre != a) ? cur + 1 : 1;
```
Corresponding Python Code:
```python
cur = (pre != a) and cur + 1 or 1
```
BLOCK3: 
```cpp
pre = a;
```
Corresponding Python Code:
```python
pre = a
```
BLOCK4: 
```cpp
res += cur;
```
Corresponding Python Code:
```python
res += cur
```
BLOCK5: 
```cpp
return res;
```
Corresponding Python Code:
```python
return res
```
","```python
def countAlternatingSubarrays(nums): # --- cpp stmt 1
    res = 0 # --- cpp stmt 2
    cur = 0 # --- cpp stmt 3
    pre = -1 # --- cpp stmt 4
    for a in nums: # --- cpp stmt 5
        cur = (pre != a) and cur + 1 or 1 # --- cpp stmt 6
        pre = a # --- cpp stmt 7
        res += cur # --- cpp stmt 8
    return res # --- cpp stmt 9
```
"
"    vector<vector<int>> modifiedMatrix(vector<vector<int>>& matrix) {
        int n = matrix.size();
        int m = matrix[0].size();
        for (int j = 0; j < m; j++) {
            int zd = -1;
            for (int i = 0; i < n; i++) {
                zd = max(zd, matrix[i][j]);
            }
            for (int i = 0; i < n; i++) {
                if (matrix[i][j] == -1) {
                    matrix[i][j] = zd;
                }
            }
        }
        return matrix;
    }","def modifiedMatrix(matrix):
    n = len(matrix)
    m = len(matrix[0])
    for j in range(m):
        zd = -1
        for i in range(n):
            zd = max(zd, matrix[i][j])
        for i in range(n):
            if matrix[i][j] == -1:
                matrix[i][j] = zd
    return matrix","BLOCK0: 
```cpp
vector<vector<int>> modifiedMatrix(vector<vector<int>>& matrix) {
```
Corresponding Python Code:
```python
def modifiedMatrix(matrix):
```
BLOCK1: 
```cpp
int n = matrix.size();
int m = matrix[0].size();
```
Corresponding Python Code:
```python
n = len(matrix)
m = len(matrix[0])
```
BLOCK2: 
```cpp
for (int j = 0; j < m; j++) {
```
Corresponding Python Code:
```python
for j in range(m):
```
BLOCK3: 
```cpp
int zd = -1;
```
Corresponding Python Code:
```python
zd = -1
```
BLOCK4: 
```cpp
for (int i = 0; i < n; i++) {
```
Corresponding Python Code:
```python
for i in range(n):
```
BLOCK5: 
```cpp
zd = max(zd, matrix[i][j]);
```
Corresponding Python Code:
```python
zd = max(zd, matrix[i][j])
```
BLOCK6: 
```cpp
for (int i = 0; i < n; i++) {
```
Corresponding Python Code:
```python
for i in range(n):
```
BLOCK7: 
```cpp
if (matrix[i][j] == -1) {
```
Corresponding Python Code:
```python
if matrix[i][j] == -1:
```
BLOCK8: 
```cpp
matrix[i][j] = zd;
```
Corresponding Python Code:
```python
matrix[i][j] = zd
```
BLOCK9: 
```cpp
return matrix;
```
Corresponding Python Code:
```python
return matrix
```
","```python
def modifiedMatrix(matrix): # --- cpp stmt 1
    n = len(matrix) # --- cpp stmt 2
    m = len(matrix[0]) # --- cpp stmt 3
    for j in range(m): # --- cpp stmt 4
        zd = -1 # --- cpp stmt 5
        for i in range(n): # --- cpp stmt 6
            zd = max(zd, matrix[i][j]) # --- cpp stmt 7
        for i in range(n): # --- cpp stmt 8
            if matrix[i][j] == -1: # --- cpp stmt 9
                matrix[i][j] = zd # --- cpp stmt 10
    return matrix # --- cpp stmt 11
```
"
"    int accountBalanceAfterPurchase(int purchaseAmount) {
        int r = purchaseAmount % 10;
        if (r < 5) {
            purchaseAmount -= r;
        } else {
            purchaseAmount += 10 - r;
        }
        return 100 - purchaseAmount;
    }","def accountBalanceAfterPurchase(purchaseAmount):
    r = purchaseAmount % 10
    if r < 5:
        purchaseAmount -= r
    else:
        purchaseAmount += 10 - r
    return 100 - purchaseAmount","BLOCK0: 
```cpp
int accountBalanceAfterPurchase(int purchaseAmount) {
```
Corresponding Python Code:
```python
def accountBalanceAfterPurchase(purchaseAmount):
```
BLOCK1: 
```cpp
int r = purchaseAmount % 10;
```
Corresponding Python Code:
```python
r = purchaseAmount % 10
```
BLOCK2: 
```cpp
if (r < 5) {
```
Corresponding Python Code:
```python
if r < 5:
```
BLOCK3: 
```cpp
purchaseAmount -= r;
```
Corresponding Python Code:
```python
purchaseAmount -= r
```
BLOCK4: 
```cpp
else {
purchaseAmount += 10 - r;
```
Corresponding Python Code:
```python
else:
purchaseAmount += 10 - r
```
BLOCK5: 
```cpp
return 100 - purchaseAmount;
```
Corresponding Python Code:
```python
return 100 - purchaseAmount
```
","```python
def accountBalanceAfterPurchase(purchaseAmount): # --- cpp stmt 1
    r = purchaseAmount % 10 # --- cpp stmt 2
    if r < 5: # --- cpp stmt 3
        purchaseAmount -= r # --- cpp stmt 4
    else: # --- cpp stmt 5
        purchaseAmount += 10 - r # --- cpp stmt 6
    return 100 - purchaseAmount # --- cpp stmt 7
```
"
"    int maxOperations(vector<int>& nums) {
        int n = nums.size(), t = 0;
        for (int i = 1; i < n; i += 2) {
            if (nums[i] + nums[i - 1] != nums[1] + nums[0]) {
                break;
            }
            t++;
        }
        return t;
    }","def maxOperations(nums):
    nums.sort()
    n = len(nums)
    t = 0
    for i in range(1, n, 2):
        if nums[i] + nums[i - 1] != nums[1] + nums[0]:
            break
        t += 1
    return t","BLOCK0: 
```cpp
int maxOperations(vector<int>& nums) {
```
Corresponding Python Code:
```python
def maxOperations(nums):
```
BLOCK1: 
```cpp
int n = nums.size(), t = 0;
```
Corresponding Python Code:
```python
n = len(nums)
t = 0
```
BLOCK2: 
```cpp
for (int i = 1; i < n; i += 2) {
```
Corresponding Python Code:
```python
for i in range(1, n, 2):
```
BLOCK3: 
```cpp
if (nums[i] + nums[i - 1] != nums[1] + nums[0]) {
```
Corresponding Python Code:
```python
if nums[i] + nums[i - 1] != nums[1] + nums[0]:
```
BLOCK4: 
```cpp
t++;
```
Corresponding Python Code:
```python
t += 1
```
BLOCK5: 
```cpp
return t;
```
Corresponding Python Code:
```python
return t
```
","```python
def maxOperations(nums): # --- cpp stmt 1
    nums.sort() # --- cpp stmt 2
    n = len(nums) # --- cpp stmt 3
    t = 0 # --- cpp stmt 4
    for i in range(1, n, 2): # --- cpp stmt 5
        if nums[i] + nums[i - 1] != nums[1] + nums[0]: # --- cpp stmt 6
            break # --- cpp stmt 7
        t += 1 # --- cpp stmt 8
    return t # --- cpp stmt 9
```
"
"    long long minimumSteps(string s) {
        long long ans = 0;
        int sum = 0;
        for (int i = 0; i < s.size(); i++) {
            if (s[i] == '1') {
                sum++;
            } else {
                ans += sum;
            }
        }
        return ans;
    }","def minimumSteps(s):
    ans = 0
    sum = 0
    for i in range(len(s)):
        if s[i] == '1':
            sum += 1
        else:
            ans += sum
    return ans","BLOCK0: 
```cpp
long long minimumSteps(string s) {
```
Corresponding Python Code:
```python
def minimumSteps(s):
```
BLOCK1: 
```cpp
long long ans = 0;
int sum = 0;
```
Corresponding Python Code:
```python
ans = 0
sum = 0
```
BLOCK2: 
```cpp
for (int i = 0; i < s.size(); i++) {
```
Corresponding Python Code:
```python
for i in range(len(s)):
```
BLOCK3: 
```cpp
if (s[i] == '1') {
```
Corresponding Python Code:
```python
if s[i] == '1':
```
BLOCK4: 
```cpp
sum++;
```
Corresponding Python Code:
```python
sum += 1
```
BLOCK5: 
```cpp
ans += sum;
```
Corresponding Python Code:
```python
ans += sum
```
BLOCK6: 
```cpp
return ans;
```
Corresponding Python Code:
```python
return ans
```
","```python
def minimumSteps(s): # --- cpp stmt 1
    ans = 0 # --- cpp stmt 2
    sum = 0 # --- cpp stmt 3
    for i in range(len(s)): # --- cpp stmt 4
        if s[i] == '1': # --- cpp stmt 5
            sum += 1 # --- cpp stmt 6
        else: # --- cpp stmt 7
            ans += sum # --- cpp stmt 8
    return ans # --- cpp stmt 9
```
"
"    vector<int> findMissingAndRepeatedValues(vector<vector<int>>& grid) {
        int n = grid.size();
        vector<int> count(n * n + 1);
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < n; j++) {
                count[grid[i][j]]++;
            }
        }
        vector<int> res(2);
        for (int i = 1; i <= n * n; i++) {
            if (count[i] == 2) {
                res[0] = i;
            }
            if (count[i] == 0) {
                res[1] = i;
            }
        }
        return res;
    }","def findMissingAndRepeatedValues(grid):
    n = len(grid)
    count = [0] * (n * n + 1)
    for i in range(n):
        for j in range(n):
            count[grid[i][j]] += 1
    res = [0, 0]
    for i in range(1, n * n + 1):
        if count[i] == 2:
            res[0] = i
        if count[i] == 0:
            res[1] = i
    return res","BLOCK0: 
```cpp
vector<int> findMissingAndRepeatedValues(vector<vector<int>>& grid) {
```
Corresponding Python Code:
```python
def findMissingAndRepeatedValues(grid):
```
BLOCK1: 
```cpp
int n = grid.size();
vector<int> count(n * n + 1);
```
Corresponding Python Code:
```python
n = len(grid)
count = [0] * (n * n + 1)
```
BLOCK2: 
```cpp
for (int i = 0; i < n; i++) {
```
Corresponding Python Code:
```python
for i in range(n):
```
BLOCK3: 
```cpp
for (int j = 0; j < n; j++) {
```
Corresponding Python Code:
```python
for j in range(n):
```
BLOCK4: 
```cpp
count[grid[i][j]]++;
```
Corresponding Python Code:
```python
count[grid[i][j]] += 1
```
BLOCK5: 
```cpp
vector<int> res(2);
```
Corresponding Python Code:
```python
res = [0, 0]
```
BLOCK6: 
```cpp
for (int i = 1; i <= n * n; i++) {
```
Corresponding Python Code:
```python
for i in range(1, n * n + 1):
```
BLOCK7: 
```cpp
if (count[i] == 2) {
```
Corresponding Python Code:
```python
if count[i] == 2:
```
BLOCK8: 
```cpp
res[0] = i;
```
Corresponding Python Code:
```python
res[0] = i
```
BLOCK9: 
```cpp
if (count[i] == 0) {
```
Corresponding Python Code:
```python
if count[i] == 0:
```
BLOCK10: 
```cpp
res[1] = i;
```
Corresponding Python Code:
```python
res[1] = i
```
BLOCK11: 
```cpp
return res;
```
Corresponding Python Code:
```python
return res
```
","```python
def findMissingAndRepeatedValues(grid): # --- cpp stmt 1
    n = len(grid) # --- cpp stmt 2
    count = [0] * (n * n + 1) # --- cpp stmt 3
    for i in range(n): # --- cpp stmt 4
        for j in range(n): # --- cpp stmt 5
            count[grid[i][j]] += 1 # --- cpp stmt 6
    res = [0, 0] # --- cpp stmt 9
    for i in range(1, n * n + 1): # --- cpp stmt 10
        if count[i] == 2: # --- cpp stmt 11
            res[0] = i # --- cpp stmt 12
        if count[i] == 0: # --- cpp stmt 14
            res[1] = i # --- cpp stmt 15
    return res # --- cpp stmt 18
```
"
